"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","cluster","db","Diagnosis"
"458","sensory perception of mechanical stimulus (GO:0050954)","1/78",0.266044173229341,0.371306705912687,0,0,3.3040293040293,4.3748418063464,"SLC26A4","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"459","extracellular matrix disassembly (GO:0022617)","1/78",0.266044173229341,0.371306705912687,0,0,3.3040293040293,4.3748418063464,"LCP1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"460","negative regulation of cell communication (GO:0010648)","1/78",0.266044173229341,0.371306705912687,0,0,3.3040293040293,4.3748418063464,"FLT3","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"461","regulation of cellular response to heat (GO:1900034)","1/78",0.266044173229341,0.371306705912687,0,0,3.3040293040293,4.3748418063464,"CD34","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"462","anaphase-promoting complex-dependent catabolic process (GO:0031145)","1/79",0.268954645245061,0.371306705912687,0,0,3.26150558842867,4.28304996831495,"PSME1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"463","negative regulation of mitotic cell cycle phase transition (GO:1901991)","1/79",0.268954645245061,0.371306705912687,0,0,3.26150558842867,4.28304996831495,"PSME1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"464","regulation of endothelial cell proliferation (GO:0001936)","1/79",0.268954645245061,0.371306705912687,0,0,3.26150558842867,4.28304996831495,"VASH2","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"465","cation transport (GO:0006812)","1/79",0.268954645245061,0.371306705912687,0,0,3.26150558842867,4.28304996831495,"ANO6","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"466","cell-cell junction assembly (GO:0007043)","1/79",0.268954645245061,0.371306705912687,0,0,3.26150558842867,4.28304996831495,"GJA1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"467","peptidyl-tyrosine phosphorylation (GO:0018108)","1/79",0.268954645245061,0.371306705912687,0,0,3.26150558842867,4.28304996831495,"FLT3","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"468","antigen receptor-mediated signaling pathway (GO:0050851)","2/257",0.269845933590173,0.371306705912687,0,0,2.00315762668704,2.62394438650085,"RFTN2;PSME1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"469","nucleic acid metabolic process (GO:0090304)","1/80",0.271853721385729,0.371306705912687,0,0,3.22005842259007,4.19409758621636,"ENPP1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"470","NIK/NF-kappaB signaling (GO:0038061)","1/80",0.271853721385729,0.371306705912687,0,0,3.22005842259007,4.19409758621636,"PSME1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"471","regulation of phosphatidylinositol 3-kinase signaling (GO:0014066)","1/80",0.271853721385729,0.371306705912687,0,0,3.22005842259007,4.19409758621636,"FLT3","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"472","regulation of hydrolase activity (GO:0051336)","1/80",0.271853721385729,0.371306705912687,0,0,3.22005842259007,4.19409758621636,"VAV1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"473","sensory perception of sound (GO:0007605)","1/81",0.274741445750427,0.371306705912687,0,0,3.17964743589744,4.10786544398613,"SLC26A4","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"474","epidermis development (GO:0008544)","1/81",0.274741445750427,0.371306705912687,0,0,3.17964743589744,4.10786544398613,"WNT10A","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"475","negative regulation of cell death (GO:0060548)","1/81",0.274741445750427,0.371306705912687,0,0,3.17964743589744,4.10786544398613,"CD34","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"476","regulation of anatomical structure morphogenesis (GO:0022603)","1/82",0.277617862160725,0.371306705912687,0,0,3.14023425134536,4.02424067679795,"VASH2","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"477","modulation of chemical synaptic transmission (GO:0050804)","1/82",0.277617862160725,0.371306705912687,0,0,3.14023425134536,4.02424067679795,"NGF","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"478","positive regulation of DNA metabolic process (GO:0051054)","1/82",0.277617862160725,0.371306705912687,0,0,3.14023425134536,4.02424067679795,"CEBPG","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"479","positive regulation of cell cycle (GO:0045787)","1/82",0.277617862160725,0.371306705912687,0,0,3.14023425134536,4.02424067679795,"CDC25B","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"480","positive regulation of cell cycle arrest (GO:0071158)","1/82",0.277617862160725,0.371306705912687,0,0,3.14023425134536,4.02424067679795,"FAP","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"481","ephrin receptor signaling pathway (GO:0048013)","1/82",0.277617862160725,0.371306705912687,0,0,3.14023425134536,4.02424067679795,"EFNA2","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"482","C-terminal protein amino acid modification (GO:0018410)","1/82",0.277617862160725,0.371306705912687,0,0,3.14023425134536,4.02424067679795,"NTM","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"483","positive regulation of ubiquitin protein ligase activity (GO:1904668)","1/82",0.277617862160725,0.371306705912687,0,0,3.14023425134536,4.02424067679795,"PSME1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"484","negative regulation of signaling (GO:0023057)","1/83",0.28048301443591,0.373591808918758,0,0,3.10178236397749,3.94311635853492,"FLT3","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"485","establishment of protein localization to membrane (GO:0090150)","1/83",0.28048301443591,0.373591808918758,0,0,3.10178236397749,3.94311635853492,"RFTN2","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"486","regulation of neuron differentiation (GO:0045664)","1/84",0.283336945982483,0.375843258941856,0,0,3.06425702811245,3.86439112799575,"NGF","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"487","regulation of cell cycle G2/M phase transition (GO:1902749)","1/84",0.283336945982483,0.375843258941856,0,0,3.06425702811245,3.86439112799575,"CEP250","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"488","regulation of type I interferon production (GO:0032479)","1/85",0.286179700294399,0.378836242602831,0,0,3.02762515262515,3.78796883309864,"IRF3","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"489","toll-like receptor signaling pathway (GO:0002224)","1/86",0.289011320541071,0.381023087897004,0,0,2.99185520361991,3.71375821106707,"UNC93B1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"490","calcium ion transmembrane transport (GO:0070588)","1/86",0.289011320541071,0.381023087897004,0,0,2.99185520361991,3.71375821106707,"ANO6","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"491","regulation of MAP kinase activity (GO:0043405)","1/87",0.291831849744604,0.382974446144883,0,0,2.95691711389386,3.64167258571957,"FLT3","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"492","positive regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process (GO:2000060)","1/87",0.291831849744604,0.382974446144883,0,0,2.95691711389386,3.64167258571957,"PSME1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"493","positive regulation of intracellular signal transduction (GO:1902533)","3/479",0.293692104492544,0.382974446144883,0,0,1.6125331711632,1.97571325209409,"GJA1;FLT3;VAV1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"494","T cell activation (GO:0042110)","1/88",0.294641330857596,0.382974446144883,0,0,2.92278219864427,3.57162958766585,"LCP1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"495","regulation of stem cell differentiation (GO:2000736)","1/88",0.294641330857596,0.382974446144883,0,0,2.92278219864427,3.57162958766585,"PSME1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"496","regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032434)","1/88",0.294641330857596,0.382974446144883,0,0,2.92278219864427,3.57162958766585,"RNF114","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"497","Wnt signaling pathway, planar cell polarity pathway (GO:0060071)","1/88",0.294641330857596,0.382974446144883,0,0,2.92278219864427,3.57162958766585,"PSME1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"498","regulation of establishment of planar polarity (GO:0090175)","1/89",0.297439806570846,0.385348188514619,0,0,2.88942307692308,3.50355089710943,"PSME1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"499","positive regulation of macromolecule metabolic process (GO:0010604)","2/276",0.297660597629713,0.385348188514619,0,0,1.86245141719594,2.25692118950186,"NGF;CD34","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"500","transcription from RNA polymerase II promoter (GO:0006366)","3/485",0.300178116104499,0.386805000889394,0,0,1.5919687704739,1.91574220121039,"IRF3;NPPA;GTF2H2","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"501","cell-matrix adhesion (GO:0007160)","1/90",0.300227319451967,0.386805000889394,0,0,2.85681359838663,3.43736200152992,"CD34","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"502","MAPK cascade (GO:0000165)","2/278",0.30058221431343,0.386805000889394,0,0,1.84876717485413,2.22228094809166,"RASA2;PSME1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"503","protein-DNA complex assembly (GO:0065004)","1/91",0.30300391187273,0.389146177077104,0,0,2.82492877492877,3.3729919722991,"GTF2H2","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"504","cell cycle G1/S phase transition (GO:0044843)","1/92",0.305769626094891,0.391919004875594,0,0,2.79374471682164,3.31037325521881,"POLE3","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"505","protein polyubiquitination (GO:0000209)","2/283",0.307878046402565,0.393110117738188,0,0,1.81540879049776,2.13864509896814,"RNF114;PSME1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"506","proteolysis involved in cellular protein catabolic process (GO:0051603)","1/93",0.308524504169135,0.393110117738188,0,0,2.76323857302118,3.24944147706383,"FAP","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"507","regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043281)","1/93",0.308524504169135,0.393110117738188,0,0,2.76323857302118,3.24944147706383,"NGF","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"508","transcription elongation from RNA polymerase II promoter (GO:0006368)","1/95",0.314001919471991,0.398517170881938,0,0,2.70417348608838,3.13239606973913,"GTF2H2","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"509","interleukin-1-mediated signaling pathway (GO:0070498)","1/95",0.314001919471991,0.398517170881938,0,0,2.70417348608838,3.13239606973913,"PSME1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"510","cilium assembly (GO:0060271)","2/288",0.315160288458471,0.399203032047397,0,0,1.78321678321678,2.05903390852337,"CEP250;CCDC28B","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"511","ciliary basal body-plasma membrane docking (GO:0097711)","1/96",0.316724539977527,0.400021943332593,0,0,2.67557354925776,3.07616802484555,"CEP250","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"512","mRNA metabolic process (GO:0016071)","1/97",0.319436491094924,0.400021943332593,0,0,2.64756944444444,3.02139777999864,"PRMT9","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"513","positive regulation of neuron projection development (GO:0010976)","1/97",0.319436491094924,0.400021943332593,0,0,2.64756944444444,3.02139777999864,"NGF","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"514","protein localization to organelle (GO:0033365)","1/97",0.319436491094924,0.400021943332593,0,0,2.64756944444444,3.02139777999864,"CEP250","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"515","proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161)","2/291",0.319522171454517,0.400021943332593,0,0,1.76443625578574,2.01309581065522,"FOXRED2;PSME1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"516","proteolysis (GO:0006508)","2/291",0.319522171454517,0.400021943332593,0,0,1.76443625578574,2.01309581065522,"LACTB;FAP","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"517","phosphatidylinositol biosynthetic process (GO:0006661)","1/98",0.322137814055797,0.400194284384702,0,0,2.62014274385408,2.9680343741099,"PIGB","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"518","positive regulation of cell growth (GO:0030307)","1/98",0.322137814055797,0.400194284384702,0,0,2.62014274385408,2.9680343741099,"NGF","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"519","regulation of insulin secretion (GO:0050796)","1/98",0.322137814055797,0.400194284384702,0,0,2.62014274385408,2.9680343741099,"ITPR2","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"520","positive regulation of neuron differentiation (GO:0045666)","1/98",0.322137814055797,0.400194284384702,0,0,2.62014274385408,2.9680343741099,"NGF","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"521","cellular response to transforming growth factor beta stimulus (GO:0071560)","1/100",0.32750873980153,0.40608569272896,0,0,2.56695156695157,2.8653353977187,"WNT10A","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"522","metal ion transport (GO:0030001)","1/101",0.330178424372723,0.407830329148718,0,0,2.54115384615385,2.8159087128386,"KCNH4","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"523","regulation of kinase activity (GO:0043549)","1/101",0.330178424372723,0.407830329148718,0,0,2.54115384615385,2.8159087128386,"FLT3","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"524","regulation of cell proliferation (GO:0042127)","4/740",0.335114705527591,0.413137594982488,0,0,1.39021739130435,1.519900207761,"EGLN3;FLT3;NGF;CDC25B","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"525","monovalent inorganic cation transport (GO:0015672)","1/104",0.338124852204166,0.416054580045507,0,0,2.46676624346527,2.67481347244361,"KCNH4","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"526","G1/S transition of mitotic cell cycle (GO:0000082)","1/105",0.340752920657341,0.418491229552552,0,0,2.44292406311637,2.63004627416314,"POLE3","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"527","DNA-templated transcription, termination (GO:0006353)","1/106",0.343370685567314,0.420906001663159,0,0,2.41953601953602,2.58635020316197,"GTF2H2","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"528","regulation of protein secretion (GO:0050708)","1/107",0.34597818673502,0.421701714397779,0,0,2.39658925979681,2.54369083017039,"ITPR2","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"529","positive regulation of epithelial cell proliferation (GO:0050679)","1/107",0.34597818673502,0.421701714397779,0,0,2.39658925979681,2.54369083017039,"VASH2","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"530","mitochondrial translation (GO:0032543)","1/107",0.34597818673502,0.421701714397779,0,0,2.39658925979681,2.54369083017039,"EARS2","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"531","DNA-templated transcription, elongation (GO:0006354)","1/108",0.348575463970313,0.423270206249666,0,0,2.37407141145459,2.50203512556354,"GTF2H2","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"532","regulation of cytokine production (GO:0001817)","1/108",0.348575463970313,0.423270206249666,0,0,2.37407141145459,2.50203512556354,"IRF3","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"533","circulatory system development (GO:0072359)","1/109",0.351162556853262,0.424020582667678,0,0,2.35197056030389,2.46135139205637,"GJA1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"534","Wnt signaling pathway (GO:0016055)","1/109",0.351162556853262,0.424020582667678,0,0,2.35197056030389,2.46135139205637,"WNT10A","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"535","regulation of Wnt signaling pathway (GO:0030111)","1/109",0.351162556853262,0.424020582667678,0,0,2.35197056030389,2.46135139205637,"NOTUM","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"536","negative regulation of cytokine production (GO:0001818)","1/110",0.35373950479824,0.424750409107181,0,0,2.3302752293578,2.42160919922419,"IRF3","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"537","cellular response to peptide hormone stimulus (GO:0071375)","1/110",0.35373950479824,0.424750409107181,0,0,2.3302752293578,2.42160919922419,"ENPP1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"538","cellular response to insulin stimulus (GO:0032869)","1/110",0.35373950479824,0.424750409107181,0,0,2.3302752293578,2.42160919922419,"ENPP1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"539","positive regulation of developmental process (GO:0051094)","1/113",0.361409870825574,0.431554115625361,0,0,2.26751373626374,2.30774529929846,"CD34","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"540","positive regulation of canonical Wnt signaling pathway (GO:0090263)","1/113",0.361409870825574,0.431554115625361,0,0,2.26751373626374,2.30774529929846,"PSME1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"541","positive regulation of kinase activity (GO:0033674)","1/113",0.361409870825574,0.431554115625361,0,0,2.26751373626374,2.30774529929846,"FLT3","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"542","positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731)","1/116",0.368990337152154,0.438982979374386,0,0,2.20802675585284,2.20136916185492,"FLT3","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"543","cellular response to interferon-gamma (GO:0071346)","1/116",0.368990337152154,0.438982979374386,0,0,2.20802675585284,2.20136916185492,"IRF3","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"544","cellular protein localization (GO:0034613)","2/327",0.371260108434562,0.440871378766042,0,0,1.56611388611389,1.55178764185339,"UNC93B1;CEP250","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"545","calcium ion transport (GO:0006816)","1/118",0.373994551261033,0.442491721821662,0,0,2.17006355467894,2.13428799649277,"ANO6","All","GO_Biological_Process_2018","eGFPc_eGFPs"
